文件名稱         ,頁碼 ,內容類型   ,內容
1217 (6).pdf     , 185 ,Counsel    ,"Counsel:  [**1]  Hubert Humphrey, James T. Williams, Jr., James R. Saintsing, of Brooks, Pierce, McLendon,
                                    Humphrey & Leonard, Irvin B. Nathan and Melvin Garbow, of Arnold & Porter, for Plaintiff.
                                    Daniel W. Fouts and Charles T. Hagan, of Adams Kleemier Hagan Hannah & Fouts, Jay Greenfield, Sidney S.
                                    Rosdeitcher, and Martin Klotz, of Paul, Weiss, Rifkind, Wharton & Garrison, for Defendants Asher B. Edelman,
                                    Dominion Textile Inc., Samjens Partners I.
                                    William K. Davis, of Bell, Davis & Pitt, for Defendant James J. Ammeen."
1217 (6).pdf     , 186 ,Judges     ,"Judges: Gordon, Senior District Judge:"
1217 (6).pdf     , 186 ,Opinion by ,Opinion by: GORDON
1217 (6).pdf     , 206 ,Judges     ,"Judges:  Stanley Marcus, United States District Judge."
1217 (6).pdf     , 206 ,Opinion by ,Opinion by: MARCUS
1217 (6).pdf     , 219 ,Counsel    ,"Counsel:  [**1]  Randolph M. James, for Plaintiff.
                                    George L. Little, J. David Mayberry, F. Joseph Treacy, Jr., and Rodrick J. Enns, for Defendant."
1217 (6).pdf     , 219 ,Judges     ,"Judges: Gordon, Senior District Judge."
1217 (6).pdf     , 219 ,Opinion by ,Opinion by: GORDON
1217 (6).pdf     , 233 ,Counsel    ,"Counsel: Jack N. Price, for: Back-In-A-Flash, Ingraham, McNaron.
                                    Graves, Dougherty, Hearon & Moody, for: Noritsu Am. Corp & Elwinger.
                                    McGinnis, Lochridge, Kilgore, David L. Orr, Michael G. Burk, for Appellee."
1217 (6).pdf     , 233 ,Judges     ,"Judges: Politz, Jolly and Higginbotham, Circuit Judges."
1217 (6).pdf     , 233 ,Opinion by ,Opinion by: JOLLY
1217 (6).pdf     , 242 ,Counsel    ,"Counsel:  [**1]  Patrick T. Ryan, Esquire, Drinker, Biddle & Reath, N. Timothy Guarneschelli, Esq., Joseph A.
                                    Klein, Esq.
                                    Eugene E. Pepinsky, Jr., Wayne M. Pecht,
                                    Bruce F. Bratton, Esquire, Connelly, Martsolf, Reid, Bratton & Spade, Thomas E. Silfen, Esq., Arnold & Porter.
                                    Judith B. Schimmel & Jack Hardy, Esqs,
                                    Stuart J. Maydule, Esq.,
                                    Francis B. Haas, Jr., Esq., F. Murray Bryan, McNees, Wallace & Nurick, Lewis Bernstein, P.C."
1217 (6).pdf     , 242 ,Judges     ,"Judges:  William W. Caldwell, United States District Judge."
1217 (6).pdf     , 242 ,Opinion by ,Opinion by: CALDWELL
1217 (6).pdf     , 253 ,Counsel    ,"Counsel:  [**1]  William G. Mahoney, Esq., John R. Ferrelle, Esq., for Plaintiff/Petitioner.
                                    Malcolm R. Maclean, Esq., James S. Whitehead, Esq., for Defendant/Respondent."
1217 (6).pdf     , 253 ,Judges     ,"Judges:  Anthony A. Alaimo, Chief Judge, United States District Court."
1217 (6).pdf     , 253 ,Opinion by ,Opinion by: ALAIMO
1217 (6).pdf     , 261 ,Counsel    ,"Counsel: Richard J. Wiener, Esq., (Pamela Rogers Chepiga, Jeffrey Q. Smith, Robert D. Rippe, Jr., Cadwalader,
                                    Wickersham & Taft, of Counsel), for Plaintiff-Appellant.
                                    Martin I. Kaminsky, Esq., (Edward T. McDermott, Pollack & Kaminsky, of Counsel), for Defendants-Appellees
                                    Joseph DiMauro Triad Petroleum, Inc., and TIC Commodities, Inc.
                                    Michael Lesch, Esq., (Adam B. Gilbert, Yee Wah Chin, Shea & Gould of Counsel), for Defendants-Appellees The
                                    Coastal Corporation, Coastal States Marketing, Inc., Belcher Oil Company, The Belcher Company of New York,
                                    Inc., Belcher New England, Inc., and Belcher New Jersey, Inc.
                                    (Larry Wainer, of Counsel), for Defendants-Appellees The Coastal Corporation and Coastal States Marketing Inc.
                                    (Donald E. Egan, Lee Ann Watson, James E. Hanlon, Jr., Katten, Muchin, Zavis, Pearl, Greenberger & Galler,
                                    Christopher H. Lunding, Mitchell A. Lowenthal, Cleary, Gottlieb, Steen & Hamilton, of Counsel), for Defendants-
                                    Appellees Stinnes Corporation [**2]  and Stinnes Interoil, Inc.
                                    (Kenneth J. McGuire, Stein, Bliablias, McGuire & Pantages, Livingston, of Counsel), for Defendant-Appellee
                                    Eastern Oil of New Jersey.
                                    (Neil T. Motenko, T. Christopher Donnelly, Lisa C. Wood, Nutter, McClennon & Fish, Jon Paul Robbins, Nitken,
                                    Alkalay, Handler & Robbins, of Counsel), for Defendants-Appellees Northeast Petroleum Corporation and Northeast
                                    Petroleum Industries, Inc.
                                    (David R. Schaefer, James C. Graham, Brenner, Saltzman, Wallman & Goldman, Darrell K. Fennell, Owen &
                                    Fennell, of Counsel), for Defendant-Appellee George E. Warren Corporation.
                                    William E. Hegarty, Esq., (Peter Leight, Kathy Silberthau, Phillip C. Essig, Cahill Gordon & Reindel, of Counsel), for
                                    Defendant-Appellee New York Mercantile Exchange.
                                    (Julius Berman, Phillip A. Geraci, Kaye, Scholer, Fierman, Hays & Handler, of Counsel), for Defendant-Appellee
                                    Julian Raber."
1217 (6).pdf     , 262 ,Judges     ,"Judges: Pierce and Altimari, Circuit Judges, and Sprizzo, District Judge. *"
1217 (6).pdf     , 262 ,Opinion by ,Opinion by: PIERCE
1217 (6).pdf     , 278 ,Counsel    ,"Counsel:  [**1]  Raoul D. Kennedy, Esq., Crosby, Heafey, Roach & May, for Plaintiff.
                                    John A. Skelton, Jr., Esq., Williams, Kelly, Polverari & Skelton, for Defendants."
1217 (6).pdf     , 278 ,Judges     ,"Judges:  William A. Ingram, Distrist Judge."
1217 (6).pdf     , 278 ,Opinion by ,Opinion by: INGRAM
1217 (6).pdf     , 287 ,Judges     ,"Judges: Jensen, U.S.D.J."
1217 (6).pdf     , 287 ,Opinion by ,Opinion by:  [**1]  JENSEN
1217 (6).pdf     , 297 ,Counsel    ,"Counsel:  [**1]  Robert Abrams, for Plaintiff.
                                    Murray, Hollander, Sullivan & Bass, for Defendants Cedar Park Concrete Corp. and Cedar Park Construction Corp.
                                    Stillman, Friedman & Shaw, P.C., for Defendants, S & A Concrete Co., Inc., S & S, Structures, Inc., A & S,
                                    Structures, Inc., A & S Concrete Co., and Nicholas Auletta.
                                    Gerald Lefcourt, Esq., for Defendant Marine Pollution Service, Inc., d/b/a Certified Concrete Co.
                                    Parcher, Arisohn & Hayes, for Defendants, North Berry Construction Corp.  and Joseph Martinelli.
                                    Sylvor, Schneer, Gold & Morelli, for Defendants, Julius Nasso Concrete Corp. and Nasso-S & A, a Joint Venture.
                                    Wilentz, Goldman & Spitzer, for Defendants, Cedar Park Concrete Corp. and Cedar Park Construction Corp.
                                    Gerald L. Shargel, Esq., for Defendant, G & G Concrete Corp.
                                    Goldman & Hafetz, for Defendants, Transmit-Mix Concrete Corp. and Edward Halloran.
                                    Green & Zinner, for Defendants, Transit-Mis Concrete Corp. and Edward Halloran.
                                    Shea & Gould, for Defendant, Century-Maxim Construction Corp.
                                    Patrick Wall, P.C., for Defendant, Alvin O. Chattin.
                                    Golenbock and Barell, for Defendants, THE DIC Concrete Corp., DIC Industries, Inc., Underhill Construction Corp.,
                                    Underhill Industries Inc., THE  [**2]  DIC Concrete Corp., and Underhill Construction Corp., a Joint Venture, DIC-
                                    Underhill Industries, a Joint Venture, IIJ Enterprises, Inc.
                                    Obermaier, Morvillo & Abramowitz, P.C., for Defendants, Joseph Depaola, Walter Goldstein, and Frank Phelan."
1217 (6).pdf     , 298 ,Judges     ,"Judges: Sand, J."
1217 (6).pdf     , 298 ,Opinion by ,Opinion by: SAND
1217 (6).pdf     , 312 ,Counsel    ,"Counsel:  [**1]  James F. Ponsoldt, Joseph C. Nelson, for Plaintiffs.
                                    Dennis C. Galis, Robert B. Langstaff, for Defendant."
1217 (6).pdf     , 312 ,Judges     ,"Judges: Fitzpatrick, District Judge."
1217 (6).pdf     , 312 ,Opinion by ,Opinion by: FITZPATRICK
1217 (6).pdf     , 336 ,Counsel    ,"Counsel: Donald J. Polden, for Appellant.
                                    David O. Stewart, for Appellee."
1217 (6).pdf     , 336 ,Judges     ,"Judges: Heaney, Circuit Judge, Floyd R. Gibson, Senior Circuit Judge, and Bowman, Circuit Judge."
1217 (6).pdf     , 336 ,Opinion by ,Opinion by: BOWMAN
1217 (6).pdf     , 359 ,Judges     ,Judges:  [*1]  SKINNER
1217 (6).pdf     , 359 ,Opinion by ,Opinion by: WALTER JAY SKINNER
1217 (6).pdf     , 367 ,Counsel    ,"Counsel:  [*1]  For Plaintiffs: Berger, Poppe, Janiec & Graziao, of"
1217 (6).pdf     , 367 ,Counsel    ,"Counsel: John J. Janiec, Esq.
                                    For Defendants City of New York and Michael Huerta: Peter L. Zimroth, Esq., Corporation Counsel, of"
1217 (6).pdf     , 367 ,Counsel    ,"Counsel:
                                    Jeffrey Schanback, Esq., Assistant Corporation Counsel.
                                    For Defendant Circle Line Sightseeing Yachts, Inc., and Francis J. Barry: McHugh & O'Conor, of"
1217 (6).pdf     , 367 ,Counsel    ,"Counsel: Stephen
                                    J. Buckley, Esq."
1217 (6).pdf     , 367 ,Opinion by ,Opinion by: KEENAN
1217 (6).pdf     , 377 ,Counsel    ,"Counsel: Vinson & Elkins (Argued), Judy M. Johnson, James E. McCartney, David T. Andril, and Cheryl M. Foley,
                                    Transwestern Pipeline Co., for Petitioners.
                                    Jerome M. Feit (Argued), Soliticot, FERC, A. Karen Hill, and Dwight Cooper Alpern for Respondents.
                                    John T. Stough, Jr., Kevin J. Lipson, for Intervenors, Gas Co. of New Mexico a Div. of Pub. Ser. Co. of New Mexico.
                                    J. D. Stillman, Joseph S. Koury, John B. Rudolph, for Intervenors, Northwest Central Pipeline Corp.
                                    Michael D. Gayda, for Intervenors, Southern California Gas Company.
                                    Arnold D. Berkeley, Richard I. Chaifetz, for Intervenors, Arizona Electric Power Cooperative, Inc. and The City of
                                    Willcox, Arizona.
                                    David L. Huard, for Intervenors, Pacific Interstate Transmission Company, Pacific Offshore Pipeline Company, and
                                    Pacific Interstate Offshore Company
                                    Robert J. Haggerty, for Intervenors, Southern Union Gas Company, a division of Southern Union Company.
                                    Scott D. Fobes, Richard Owen Baish, Donald J. MacIver, Jr., for Intervenors, El Paso Natural Gas Company.
                                    Richard C. Green, Hogan & Hartson, for Intervenors, El Paso Natural Gas Company.
                                    Janice E. Kerr, J.  [**2]  Calvin Simpson, Michael B. Day, for Intervenors, The Public Utilities Commission of the
                                    State of California.
                                    E. R. Island, Michael D. Gayda, for Intervenors, Pacific Lighting Gas Supply Company and Southern California Gas
                                    Company.
                                    Herbert I. Zinn, for Intervenors, Arizona Public Service Company.
                                    John R. Staffier, John H. Burnes, Jr., [Letter omitted] an Alberta Gas Ltd.
                                    George W. McHenry, Jr., John H. Burnes, Jr., for Intervenors, [Letter omitted] foothills Pipe Lines (Yukon) Ltd.
                                    Steven F. Greenwald, J. Michael Reidenbach, for Intervenors, Pacific Gas and Electric Company and Pacific Gas
                                    Transmission Company."
1217 (6).pdf     , 378 ,Judges     ,"Judges: Clark, Chief Judge, Thornberry, and Higginbotham, Circuit Judges."
1217 (6).pdf     , 378 ,Opinion by ,Opinion by: CLARK
1217 (6).pdf     , 391 ,Counsel    ,"Counsel:  [**1]  James Coyne King, Esq., Hanify & King, Professional Corporation, Harold J. Friedman, Esq., for
                                    Plaintiffs.
                                    For Don Law Co.: Michael D. Seitzinger, Esq., Douglas K. Mansfield, Esq., Casner, Edwards & Roseman.
                                    For Triple-A: Keith A. Powers, Esq."
1217 (6).pdf     , 391 ,Judges     ,"Judges:  Carter, District Judge."
1217 (6).pdf     , 391 ,Opinion by ,Opinion by: CARTER
1217 (6).pdf     , 399 ,Counsel    ,"Counsel: Donald J. Polden, for Appellant.
                                    Thomas J. Rooney, for Appellee."
1217 (6).pdf     , 399 ,Judges     ,"Judges: Bowman, Circuit Judge, Bright, Senior Circuit Judge, and Conmy, * District Judge."
1217 (6).pdf     , 400 ,Opinion by ,"Opinion by: BOWMAN
                                    * The Honorable Patrick A. Conmy, Chief Judge for the District of North Dakota, sitting by designation."
1217 (6).pdf     , 421 ,Counsel    ,"Counsel: Covington & Burling, Gregg H. Levy, Mitchell F. Dolin, Fulbright & Jaworski, B. J. Bradshaw, Richard N.
                                    Carrell, for Union Pacific Corp., Union Pacific R.R. Co., Missouri Pacific R.R. Co.
                                    Mark F. Horning, John R. Labovitz, W. T. Womble & Patricia Hair, for Burlington Northern, Inc., Burlington Northern
                                    R.R. Co.
                                    Morgan, Lewis & Bockius, John H. Shenefield, for Kansas City Southern Inc., & Kansas City Southern R.R.  Co.
                                    Sonnenschein Carlin, Nath & Rosenthal, Gary Senner, Steven H. Frankel, for Chicago & North Western Trans. Co.
                                    Vinson & Elkins, John L. Murchison, Jr., Harry M. Reasoner, Jones Walker, Charles W. Lane, III, Howard E. Sinor,
                                    Jr., Baker & Botts, Ralph S. Carrigan, Rufus W. Oliver, III, Orgain, Bell & Tucker, Gilbert I. Low, House, Wallace,
                                    Nelson & Jewell, Judge Robert M. Parker, U.S. District Court Judge, for Etsi.
                                    Gibson, Dunn & Crutcher, Harold P. Degenhardt, Gibson, Dunn & Crutcher, James P. Clark, Vinson & Elkins,
                                    Michael J. Henke, for Atchison Topeka & Santa Fe.
                                    Robert M. Spire, Atty. General, State of Nebraska, Leroy W. Sievers, Asst. Atty. Gen., for State of Nebraska (Dept.
                                    of Justice).
                                    Eliza Ovrom, AAG, for [**2]  State of Iowa.
                                    Curtis Thompson, AAG, for State of Missouri."
