Page ,Footnote
1403 ,"12  ""Several recent decisions have applied ""Several recent decisions have applied  Parker 's analysis.  In  Goldfarb v. Virginia State Bar, 421 U.S. 773 (1975) , the Court  concluded that fee schedules enforced by a state bar association were not mandated by ethical standards established by the  State Supreme Court.  The fee schedules therefore were not immune from antitrust attack.  'It is not enough that . . .  anticompetitive conduct is 'prompted' by state action; rather, anti-competitive activities must be compelled by direction of the  State acting as a sovereign.'  Id., at 791 .""  445 U.S., at 104 ."
1404 ,"13  As in As in  Cantor , the Court concluded in the  Midcal  case that the State's ostensible compulsion of the resale-price-maintenance  program was not alone sufficient to confer state-action immunity. The State neither set the prices nor reviewed their  reasonableness, nor did it monitor market conditions and evaluate the effectiveness of the program.  Under those conditions, the  ""State simply authorizes price setting and enforces the prices set by private parties. . . .  The national policy in favor of  competition cannot be thwarted by casting such a gauzy cloak of state involvement over what is essentially a private price-fixing  arrangement.""  445 U.S., at 105-106 ."
1404 ,"14  Cantor v. Detroit Edison Co., 428 U.S., at 597 Cantor v. Detroit Edison Co., 428 U.S., at 597  (quoting  Silver v. New York Stock Exchange, 373 U.S. 341, 357 (1963)) . In  United States  v.  National Assn. of Securities Dealers , the Court pointed out that ""[implied] antitrust immunity is not favored, and  can be justified only by a convincing showing of clear repugnancy between antitrust laws and the regulatory system.  See,  e. g.,  United States v. Philadelphia National Bank, 374 U.S., at 348 ;  United States v. Borden Co., 308 U.S. 188, 197-206 (1939) .""  422  U.S., at 719-720 ; see also nn. 5, 6,  supra .  These cases are, of course, consistent with the ""cardinal rule,"" applicable to  legislation generally, that repeals by implication are not favored.   Posadas v. National City Bank, 296 U.S. 497, 503 . (1936)."
1404 ,"15  ""The California Agricultural Prorate Act authorizes the establishment, through action of state officials, of programs for the ""The California Agricultural Prorate Act authorizes the establishment, through action of state officials, of programs for the  marketing of agricultural commodities produced in the state, so as to restrict competition among the growers and maintain prices  in the distribution of their commodities to packers.  The declared purpose of the Act is to 'conserve the agricultural wealth of the  State' and to 'prevent economic waste in the marketing of agricultural products' of the state.""  317 U.S., at 346 ."
1405 ,"16  See See  Ga. Code Ann. §§ 46-2-25(b) , 46-7-18 (Supp. 1984);  Miss. Code Ann. §§ 77-7-217 ,  77-7-221  (1972);  N. C. Gen. Stat. §§  62-134(b) ,  62-146 ,  62-147  (1982);  Tenn. Code Ann. §§ 65-5-203 , 65-15-119 (1982)."
1405 ,"17  By consolidating petitions for rate modifications, collective ratemaking arguably preserves the resources of the state regulatory By consolidating petitions for rate modifications, collective ratemaking arguably preserves the resources of the state regulatory  Commissions and promotes simplicity and uniformity in the intrastate rate structure.  See App. 60-61, 83-84, 90-91.  Under the  statutes governing the state regulatory programs, however, the carriers may, at any time, decline to participate in collective  ratemaking, and deprive the States of these purported advantages.   Ante , at 51.  That being so, it is difficult for the States to  argue that these facets of their regulatory systems are essential to the program's success.  Brief for State of Iowa et al. as  Amici  Curiae  6 (""The authorization of the price-fixing agreement, collective ratemaking, by the states serves no cognizable state  interest"")."
1405 ,"18  See n. 8, See n. 8,  supra ."
1405 ,"19  Under the exemption, as amended, the ratemaking conferences, among other things, must disclose the names of their Under the exemption, as amended, the ratemaking conferences, among other things, must disclose the names of their  members and affiliates of their members,  49 U. S. C. § 10706(b)(3)(A) ; the organization must limit discussion and voting to  allowed subjects and parties,  § 10706(b)(3)(B)(i) ; ""the organization may not file a protest or complaint with the Commission  against any tariff item published by or for the account of any motor carrier,""  § 10706(b)(3)(B)(iii) ; ""the organization may not  permit one of its employees or any employee committee to docket or act upon any proposal effecting a change in any tariff item,""  § 10706(b)(3)(B)(iv) ; ""upon request, the organization must divulge to any person the name of the proponent of a rule or rate  docketed with it, must admit any person to any meeting at which rates or rules will be discussed or voted upon, and must divulge  to any person the vote cast by any member carrier on any proposal before the organization,""  § 10706(b)(3)(B)(v) ; and the  organization shall make a final disposition of rate proposals within 120 days,  § 10706(b)(3)(B)(vii) .  See generally  ICC v.  American Trucking Assns., Inc., 467 U.S. 354 (1984) ."
1405 ,"20  In the legislative history of the 1980 Motor Carrier Act, however, Congress suggested otherwise: In the legislative history of the 1980 Motor Carrier Act, however, Congress suggested otherwise:"
1406 ,"21  ""It has been held too often to require elaboration now that price fixing is contrary to the policy of competition underlying the ""It has been held too often to require elaboration now that price fixing is contrary to the policy of competition underlying the  Sherman Act and that its illegality does not depend on a showing of unreasonableness since it is conclusively presumed to be  unreasonable.""  United States v. McKesson & Robbins, Inc., 351 U.S., at 309-310 ."
1406 ,"22  The Court of Appeals, however, found that the State Commissions' scrutiny of the reasonableness of proposed rates satisfies The Court of Appeals, however, found that the State Commissions' scrutiny of the reasonableness of proposed rates satisfies  the active supervision requirement.   702 F.2d 532, 539, n. 12  (CA5, Unit B, now CA11, 1983) (en banc)."
1406 ,"23  Some of the States' statutes and implementing regulations indicate that the process of collective ratemaking is being Some of the States' statutes and implementing regulations indicate that the process of collective ratemaking is being  supervised on a limited basis.  See,  e. g .,  N. C. Gen. Stat. § 62-152.1(c)  (1982); Ga. Pub. Serv. Comm'n Rule 1-3-1-.14 (1983);  Tenn. Pub. Serv. Comm'n Rule 1220-2-1-.40 (1974)."
1407 ,"24  Since the Court does not reach it, Since the Court does not reach it,  ante , at 53, n. 11, 55, n. 17, I do not address the merits of the  Noerr-Pennington  question.   See  Mine Workers v. Pennington, 381 U.S. 657 (1965) ;  Eastern Railroad Presidents Conference v. Noerr Motor Freight, Inc.,  365 U.S. 127 (1961) ."
1412 ,*  Ira S. Sacks filed a brief for Indian Head Inc. as amicus curiae urging affirmance. Ira S. Sacks filed a brief for Indian Head Inc. as amicus curiae urging affirmance.
1412 ,1  That section reads in relevant part: That section reads in relevant part:
1413 ,"2  Although this patronage rebate policy is a form of price discrimination, § 4 of the Robinson-Patman Act specifically sanctions Although this patronage rebate policy is a form of price discrimination, § 4 of the Robinson-Patman Act specifically sanctions  such activity by cooperatives:"
1414 ,"3  See L. Sullivan, Law of Antitrust 229-230 (1977); Bauer, Per Se Illegality of Concerted Refusals to Deal: A Rule Ripe for See L. Sullivan, Law of Antitrust 229-230 (1977); Bauer, Per Se Illegality of Concerted Refusals to Deal: A Rule Ripe for  Reexamination, 79 Colum. L. Rev. 685 (1979)."
1415 ,"4  Northwest raises no challenge before this Court to the conclusion of the Court of Appeals that the cooperative's decision to Northwest raises no challenge before this Court to the conclusion of the Court of Appeals that the cooperative's decision to  expel Pacific was a ""combination or conspiracy"" affecting interstate commerce within the meaning of  § 1  of the Sherman Act."
1416 ,"5  See, See,  e. g., American Motor Specialties Co . v.  FTC, 278 F.2d 225, 229  (CA2), cert. denied,  364 U.S. 884 (1960) ."
