Page,Footnote
1861,"27  See,   Celnicker & Seaman, Functional Discounts, Trade Discounts, Economic Price Discrimination and the Robinson-"
1862,"28  ""In practice, the competitive effects requirement permits a supplier to quote different prices between different distributor"
1862,"29  Rowe, writing prior to this Court's Perkins decision, describes the exception, which he identifies with the   cases,"
1863,"30  The parties do not raise, and we therefore need not address, the question whether the inference of injury to competition might"
1863,"31  In J. Truett Payne, 451 U.S., at 465-566, we quoted with approval the following passage: HN18 ["
1876,"*  Briefs of amici curiae urging reversal were filed for the State of Illinois by Neil F. Hartigan, Attorney General, Michael J. Hayes,"
1885,"*  The majority also suggests that ""difficult questions of timing might necessitate apportioning overcharges if we allowed indirect"
1888,"*  Together with No. 89-1028, CSX Transportation, Inc. v. Brotherhood of Railway Carmen et al., also on certiorari to the same"
1896,"+  Richard T. Conway, Ralph J. Moore, Jr., D. Eugenia Langan, and David P. Lee filed a brief for the National Railway Labor"
1897,"1  Section   provides:  "" ["
1899,"2  On September 9, 1989, the Commission also filed a petition for rehearing, and requested the court to refrain from ruling on the"
1900,3    [
1902,"4  Section 5(11) of the Transportation Act of 1940 provided:  ""Any carriers or other corporations, and their officers and employees and any other persons, participating in a transaction"
1904,1  See  ;
1904,"2  ,  , allows a trustee to assume or reject a debtor's executory contracts and"
1904,"3  As Judge D. H. Ginsburg, writing for the Court of Appeals, noted:  ""We cannot sustain the ICC's position that this provision empowers it to override a [collective-bargaining agreement (CBA)]."
1905,4  All but two of the cases that the Court cited in the   decision to support the rule against implicit repeals of the
1905,"5  Again Judge Ginsburg's observation is pertinent:  ""Moreover, the ICC's proposed insertion of 'all legal obstacles' into the statutory language would lead to most bizarre results."
1906,"6  ""No State shall . . . pass any . . . Law impairing the Obligation of Contracts. . . .""  ."
1906,"7  After reviewing the legislative history, Judge Ginsburg concluded:  ""From our review of this history, we are confident that Congress did not intend, when it enacted the immunity provision, to"
1907,"8  In the ICC order approving the merger of Chessie System, Inc., and Seaboard Coastline Industries, Inc., the ICC discussed"
1918,"*  Charles Rothfeld, Benna Ruth Solomon, and Peter J. Kalis filed a brief for the National League of Cities et al. as amici curiae"
1919,"1   provides in pertinent part: ""Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of"
1920,"2  The monetary damages in this case were assessed entirely against COA, the District Court having ruled that the city was"
1920,"3  S. C. Code Ann. § 5-23-10 (1976) (""Building and zoning regulations authorized"") provides that ""for the purpose of promoting"
1921,"4  The dissent contends that, in order successfully to delegate its   immunity to a municipality, a State must expressly"
1922,"5  The dissent is confident that a jury composed of citizens of the vicinage will be able to tell the difference between ""independent"
1923,6    [
1927,"1  Construing the statute in the light of the common law concerning contracts in restraint of trade, we have concluded that only"
1928,"2  The jury returned its verdict pursuant to the following instructions given by the District Court:  ""So if by the evidence you find that that person involved in this case procured and brought about the passage of ordinances"
1928,"3  ""The Sherman Act reflects a legislative judgment that ultimately competition will produce not only lower prices, but also better"
1929,"4  In  , this Court recognized that ""notwithstanding [ 's"
1930,"5  Contrary to the Court's reading of  , our opinion in that case emphasized the industry-specific character of the Wisconsin"
1930,"6  The authority to regulate the ""'location, height, bulk, number of stories and size of buildings and other structures,'"" see  , at"
1931,7  A number of Courts of Appeals have held that a municipality which exercises its zoning power to further a private agreement to
1931,8  No such agreement was involved in  . In that case the plaintiffs challenged independent
1932,"9  The instructions in this case, fairly read, told the jury that the plaintiff should not prevail unless the ordinance was enacted for"
1932,"10  ""There are many obstacles to discovering conspiracies, but the most frequent difficulties are three.  First, price-fixers and"
1933,"11  As the Court previously has noted:  499 U.S. 365, *395; 111 S. Ct. 1344, **1362; 113 L. Ed. 2d 382, ***407; 1991 U.S. LEXIS 1858, ****53 Page 25 of 26    [****58]   IV  Just as I am convinced that municipal ""lawmaking that has been infected by selfishly motivated agreement with"
1940,"*  A brief of amici curiae urging affirmance was filed for the State of California et al. by John K. Van de Kamp, Attorney General of"
1941,"1   of the Sherman Act, 26 Stat. 209, as amended, provides in relevant part: HN1 ["
1941,"2  Although the complaint alleged five claims, only the ""Fourth Claim for Relief,"" the antitrust claim, is before us now."
1941,"3  ""One of the reasons for his success is the rapidity with which he, as distinguished from his competitors, can perform such"
1942,"4  Respondent was notified, by a letter dated April 13, 1987, that such actions were the result of a ""Medical Staff review of [his]"
1942,"5  After the Governing Board of Midway affirmed the decision of the peer review committee, but imposed even more stringent"
1942,"6  Petitioners had already distributed the report, a Business and Professions Code 805 Report, to Cedars-Sinai Medical Center in"
1943,"7  Act of July 2, 1890, ch. 647,  , 26 Stat. 209. The floor debates on the Sherman Act reveal, in Senator Sherman's words, an"
1943,"8  The Court's decisions have long ""permitted the reach of the Sherman Act to expand along with expanding notions of"
1943,"9  See,"
1943,10    [
1944,"11  Cf.    (CA7) (en banc) ("" ["
1945,"12  See Health Care Quality Improvement Act of 1986, 100 Stat. 3784,"
1947,"*  Even so, I might note, it is improper for the Court to dispense with the necessary allegations to that effect. See"
1963,*  Briefs of amici curiae urging reversal were filed for the Computer and Business Equipment Manufacturers Association by Simon
1965,1  Kodak's micrographic equipment includes four different product areas. The first is capture products such as microfilmers and
1965,"2  In addition to the OEM's, other sources of Kodak parts include (1) brokers who would buy parts from Kodak, or strip used"
1966,"3   of the Sherman Act states in relevant part: ""Every contract, combination in the form of trust or otherwise, or"
1967,"4  Specifically, the Court of Appeals explained that the District Court had denied the request for further discovery made by"
1968,"5  The Court of Appeals found: ""Kodak's policy of allowing customers to purchase parts on condition that they agree to service"
