PDF ,Page ,Core Terms
j6  ,  51 ,"merchants, alleges, cause of action, deceived, sufficient to support, deceptive, consumer, unfair, motion to dismiss,
           misrepresentations, business practice, false advertising, Lanham Act, pricing, markup, contractual relationship,
           intentional interference, processing service, statement of facts, previous order, competitors, fraudulent, cost-plus,
           discloses, documents, acquirer, dealers, induced, monthly statements, third party"
j6  ,  61 ,"immunity, supervision, active market, state agency, regulation, Sherman Act, whitening, dentists, teeth,
           municipality, sovereign, anti trust law, anticompetitive, state-action, licensing, entity, nondentists, antitrust,
           anticompetitive conduct, practice of dentistry, nonsovereign, Dental, agencies, state policy, articulated, dentistry,
           state law, Ethics, profession, delegates"
j6  ,  89 ,"self-insured, conspiracy, purchasing, network, rule of reason, Iowa Competition Law, antitrust, out-of-state,
           Pharmacy, per se rule, prices, reimbursement rate, negotiated, licensees, provider, anticompetitive, price-fixing,
           Sponsors, prescription drug, price fixing, functions, rates, per se violation, summary judgment, district court, health
           insurer, plaintiffs', practices, insurer, naked"
j6  , 101 ,"Subscribers, costs, documents, district court, online, copies, antitrust, electronically, upload, discovery, charges,
           make a copy, injury-in-fact, tasks, summary judgment, processes, invoice, stored, vendor, production of documents,
           award costs, costs award, format, prices, declaration, customers, subscription, duplication, recoverable, conversion"
j6  , 121 ,"authentication, press release, artwork, defamation, Exhibition, conspiracy, plaintiffs', motion to dismiss, special
           damage, defendants', auction, Collection, lawsuit, fake, business relationship, privileged, sanctions, dealer, state
           law claim, defamatory, organizers, antitrust, unjust enrichment, disparagement, advertising, customers, Gallery,
           houses, intellectual property rights, tortious interference"
j6  , 137 ,"Defendants', accounting, allegations, advertising, charges, keywords, unfair, motion to dismiss, cause of action,
           consumers, credit card, clicks, fraudulent, prong, shareholder, conversion, practices, invoiced, records, funds, card,
           parties, courts, business practice, leave to amend, billing, travel, alter ego, documentation, competitors"
j6  , 150 ,"advertisements, lawsuit, false advertising, baseless, unfair competition, prices, counterclaim, furniture, literally,
           allegations, immunity, Lanham Act, asserts, motion to dismiss, common law, discovery, pleaded, argues, sham,
           limited quantity, misrepresentations, representations, consumer, summary judgment motion, common law claim,
           sham exception, regular price, federal law, misleading, contends"
j6  , 159 ,"profession, right to practice, alleges, economic relations, amended complaint, third party, patients, unfair, cause of
           action, leave to amend, prospective economic advantage, hospitalist, probability, argues, future economic,
           intentional interference, speculative, fraudulent, unfair competition, motion to dismiss, anti trust law, grounds, notice"
j6  , 172 ,"customers, pricing, ink, printheads, discount, costs, tying product, tied product, preliminary injunction, market
           power, printers, buyers, tying arrangement, refurbished, differential, buy, pricing policy, seller, district court,
           aftermarket, competitors, attribution, switching, coercion, bundled, tie, injunction, Sherman Act, anticompetitive,
           selling"
j6  , 187 ,"amended complaint, original complaint, Recommended, antitrust, allegations, concerted action, leave to amend,
           purported"
j6  , 191 ,"theatres, film, clearances, allegations, distributors, Defendants', motion to dismiss, monopoly power, competitors,
           monopolization, relevant market, geographic, antitrust, consumers, landlords, license, Maps, judicial notice, zone,
           Sherman Act, markets, courts, restraint of trade, predatory, monopoly, space, market power, market share,
           conspiracy, Notice"
j6  , 218 ,"patents, counterclaims, portfolio, antitrust, patent misuse, invalid, patents-in-suit, unlawfully, defenses, alleges,
           Sherman Act, monopolization, semiconductor, aggregating, monopoly, hold-up, monopoly power, combined,
           infringe, summed"
j6  , 221 ,"patent, settlement, generic, purchasers, indirect, antitrust, overcharges, invalidation, anti trust law, indirect-
           purchaser, anticompetitive, motion to dismiss, allegations, manufacturer, plaintiffs', unjustified, monopoly,
           defendants', personal jurisdiction, Pharmaceuticals, pleadings, effects, challenger, courts, patent-holder, quotation,
           prices, settlement agreement, brand-name, complaints"
j6  , 251 ,"iPhone, allegations, misrepresentation, advertising, software, update, download, unfair, users, motion to strike,
           capabilities, prong, motion to dismiss, misrepresentation claim, representations, consumers, argues, alleged
           misrepresentation, plaintiff's claim, express warranty, cause of action, leave to amend, functionality, particularity,
           fraudulent, pleadings, campaign, features, grayed, mobile"
j6  , 260 ,"patients, anticompetitive, effects, relevant market, Cardiology, demonstrating, cardiac, antitrust, Lease, alleged
           conspiracy, rule of reason, no evidence, markets, de minimis, Defendants', competitors, privileges, contends, costs,
           summary judgment, Sherman Act, anesthesiologists, cardiologists, transferred, suspension, parties, prices, cases,
           adverse effect, oral argument"
j6  , 275 ,"providers, pleadings, monopolization, health insurer, outpatient, patients, markets, surgical services, inpatient,
           motion for judgment, relevant market, Sherman Act, interchangeable, prices, foreclosure, insured, antitrust claim,
           allegations, competitor, healthcare, Antitrust, network, foreclosed, argues, tortious interference, health insurance,
           hospital service, geographic area, customers, sales"
j6  , 284 ,"modification, cause of action, borrower, judicial notice, foreclosure, lender, allegations, documents, trust deed,
           recorded, default, notice, permanent, parties, modification agreement, terms, trial court, mortgage, breach of
           contract, declaratory relief, sustain a demurrer, demurrer, promise, breached, capitalization, notice of default, leave
           to amend, accounting, foreclosure sale, trustee sale"
j6  , 302 ,"aluminum, warehouse, Premium, conspiracy, allegations, entities, trading, antitrust, plaintiffs', affiliated, prices,
           defendants', conspirators, anti trust law, monopolization, commodities, Sherman Act, load-out, competitors,
           pleadings, relevant market, warrants, market power, consumers, alleged conspiracy, purchases, storage,
           geographic, contracts, enforcer"
j6  , 332 ,"Defendants', conspiracy, damages, class certification, Containerboard, variables, Products, Plaintiffs', prices, class
           member, announcements, predominance, antitrust, reply, regression, class period, increased price, collusion, class-
           wide, alleged conspiracy, negotiated, parties, calculation, corrugated, quotation, marks, expert report, pre-
           discharge, common question, proposed class"
